City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Viedma,AR,-40.8135,-62.9967,36.73,58,100,4.54,overcast clouds
349,Chute-Aux-Outardes,CA,49.1168,-68.399,55.38,82,100,5.75,overcast clouds
350,Westport,US,41.1415,-73.3579,63.63,94,100,5.75,overcast clouds
351,Darhan,MN,49.4867,105.9228,65.66,68,8,6.44,clear sky
352,Constitucion,CL,-35.3333,-72.4167,52.52,87,100,18.68,light rain
353,Tessalit,ML,20.1986,1.0114,94.05,15,43,12.39,scattered clouds
354,Shahr-E Kord,IR,32.3256,50.8644,69.57,21,0,13.8,clear sky
355,Dongsheng,CN,39.8161,109.9776,77.92,33,0,19.8,clear sky
356,Brasilia,BR,-15.7797,-47.9297,67.12,56,0,3.44,clear sky
357,Natal,BR,-5.795,-35.2094,75.42,94,75,10.36,broken clouds
358,Yar-Sale,RU,66.8333,70.8333,69.94,61,7,6.42,clear sky
359,Snyder,US,32.7179,-100.9176,97.14,16,11,11.5,few clouds
360,Gemona,IT,46.2794,13.1431,69.62,86,90,4.7,overcast clouds
361,Monterey,US,36.2505,-121.2516,87.17,31,0,17.83,clear sky
362,Springbok,ZA,-29.6643,17.8865,46.9,92,95,4.36,overcast clouds
363,Klaksvik,FO,62.2266,-6.589,50.92,85,100,18.3,overcast clouds
364,Hasaki,JP,35.7333,140.8333,77.4,86,95,9.91,overcast clouds
365,Anadyr,RU,64.75,177.4833,54.1,76,75,13.42,broken clouds
366,Port-Cartier,CA,50.0334,-66.8654,55.74,89,87,5.37,overcast clouds
367,Yenagoa,NG,4.9247,6.2642,72.34,96,100,2.44,overcast clouds
368,Skelleftea,SE,64.7507,20.9528,54.0,97,75,8.05,light rain
369,Itoman,JP,26.1247,127.6694,88.18,79,20,10.36,few clouds
370,Saldanha,ZA,-33.0117,17.9442,59.05,91,3,5.08,light rain
371,Nouakchott,MR,18.0858,-15.9785,80.53,80,0,17.4,light rain
372,Challans,FR,46.8436,-1.8749,62.96,91,1,4.85,clear sky
373,Yairipok,IN,24.6667,94.0667,72.48,95,100,2.1,light rain
374,Kamina,CD,-8.7386,24.9906,56.21,61,0,3.42,clear sky
375,Beringovskiy,RU,63.05,179.3167,46.72,86,100,12.44,overcast clouds
376,Batagay-Alyta,RU,67.8006,130.4114,53.1,59,99,3.18,overcast clouds
377,Harihar,IN,14.5167,75.8,72.59,86,100,9.84,overcast clouds
378,Chuzhou,CN,32.3219,118.2978,87.53,61,100,17.22,overcast clouds
379,Kenai,US,60.5544,-151.2583,76.03,49,0,13.8,clear sky
380,Cockburn Town,TC,21.4612,-71.1419,81.14,74,2,9.75,clear sky
381,Trairi,BR,-3.2778,-39.2689,72.34,92,100,6.38,light rain
382,Snezhnogorsk,RU,69.1933,33.2531,42.58,85,41,4.81,scattered clouds
383,Lakes Entrance,AU,-37.8811,147.981,62.17,62,100,8.99,overcast clouds
384,Bilibino,RU,68.0546,166.4372,63.7,34,100,20.92,overcast clouds
385,Ust-Barguzin,RU,53.45,108.9833,53.26,74,99,3.91,overcast clouds
386,Emba,KZ,48.8264,58.1442,73.04,51,90,10.09,overcast clouds
387,Chapais,CA,49.7834,-74.8492,67.78,84,19,7.14,few clouds
388,Colares,PT,38.7992,-9.4469,66.29,74,42,15.99,scattered clouds
389,Fort Nelson,CA,58.8053,-122.7002,58.59,88,100,6.91,light intensity shower rain
390,Lompoc,US,34.6391,-120.4579,75.58,71,0,13.8,clear sky
391,Casper,US,42.8666,-106.3131,87.73,10,0,13.8,clear sky
392,Ust-Tsilma,RU,65.441,52.1498,43.14,81,100,7.74,overcast clouds
393,Sokoni,TZ,-6.4333,39.55,77.59,73,9,19.8,clear sky
394,Antofagasta,CL,-23.65,-70.4,54.68,72,81,1.1,broken clouds
395,Korla,CN,41.7597,86.1469,88.12,15,37,6.62,scattered clouds
396,Berdigestyakh,RU,62.0989,126.6992,78.1,36,19,10.98,few clouds
397,Tiznit,MA,29.5833,-9.5,60.78,65,5,2.77,clear sky
398,Kampot,KH,10.6167,104.1833,80.65,75,99,2.21,overcast clouds
399,Labuhan,ID,-6.8844,112.2051,79.72,77,99,7.92,overcast clouds
400,Wajima,JP,37.4,136.9,81.28,73,75,11.5,broken clouds
401,Kant,IN,27.8,79.8,90.16,37,0,7.52,clear sky
402,Dryden,CA,49.7833,-92.7503,71.89,35,0,9.22,clear sky
403,Devonport,AU,-41.1667,146.35,55.99,92,100,16.28,overcast clouds
404,Ambulu,ID,-8.345,113.6058,79.88,78,99,4.18,overcast clouds
405,Corn Island,NI,12.1694,-83.0418,80.67,79,26,17.78,scattered clouds
406,Hami,CN,42.8,93.45,90.84,9,43,4.07,scattered clouds
407,Baiyin,CN,36.5583,104.2081,73.09,40,0,1.79,clear sky
408,Kassala,SD,15.451,36.4,82.33,48,27,16.31,scattered clouds
409,Vanimo,PG,-2.6741,141.3028,85.32,65,1,5.86,clear sky
410,Carnarvon,AU,-24.8667,113.6333,67.86,74,0,11.3,clear sky
411,Ocos,GT,14.5094,-92.1933,82.58,79,79,10.78,broken clouds
412,Touba,CI,8.2833,-7.6833,69.73,95,99,2.13,light rain
413,Rio Claro,BR,-22.4114,-47.5614,65.3,58,6,5.19,clear sky
414,Sarakhs,IR,36.5449,61.1577,75.34,20,0,6.91,clear sky
415,Oranjemund,NA,-28.55,16.4333,52.97,90,0,3.44,clear sky
416,Merauke,ID,-8.4667,140.3333,80.58,80,100,15.84,overcast clouds
417,Troitsko-Pechorsk,RU,62.7084,56.1964,50.45,97,100,4.88,light rain
418,Lengede,DE,52.2049,10.3078,62.08,60,10,4.76,clear sky
419,High Rock,BS,26.6208,-78.2833,77.02,60,100,10.96,overcast clouds
420,Sainte-Thecle,CA,46.8168,-72.4991,66.72,90,100,4.88,overcast clouds
421,Tabou,CI,4.423,-7.3528,77.74,84,93,10.11,light rain
422,Gouyave,GD,12.1646,-61.7296,79.25,80,60,12.95,broken clouds
423,Xifeng,CN,42.7372,124.7222,65.64,96,100,10.38,overcast clouds
424,Dudinka,RU,69.4058,86.1778,78.62,35,0,8.1,clear sky
425,Sangar,RU,63.9242,127.4739,73.09,38,8,14.32,clear sky
426,Innisfail,AU,-17.5333,146.0333,74.21,63,11,13.27,few clouds
427,Lesozavodsk,RU,45.4794,133.4244,66.72,82,100,5.77,light rain
428,Filingue,NE,14.3521,3.3168,86.76,43,42,1.79,scattered clouds
429,Sydney,AU,-33.8679,151.2073,62.35,61,20,8.05,few clouds
430,Qujing,CN,25.4833,103.7833,64.06,92,100,9.93,overcast clouds
431,Tondano,ID,1.3038,124.9112,71.69,65,21,1.9,few clouds
432,Tecpan,GT,14.7623,-90.9947,55.89,94,100,5.66,overcast clouds
433,Cajamarca,PE,-7.1638,-78.5003,52.99,93,93,1.68,light rain
434,Richards Bay,ZA,-28.783,32.0377,65.75,76,100,7.05,light rain
435,Fiumicino,IT,41.7675,12.2291,76.55,87,0,3.44,clear sky
436,General Roca,AR,-39.0333,-67.5833,39.61,75,100,7.7,light rain
437,Kamaishi,JP,39.2667,141.8833,69.73,77,100,9.71,overcast clouds
438,Pochutla,MX,15.7432,-96.4661,71.82,95,100,2.26,overcast clouds
439,Porto Novo,BJ,6.4965,2.6036,78.62,93,100,5.79,overcast clouds
440,Fengkou,CN,30.0833,113.2667,82.26,80,99,18.9,overcast clouds
441,Vidalia,US,32.2177,-82.4135,93.31,43,0,0.0,clear sky
442,Guane,CU,22.2025,-84.0875,77.13,81,52,4.56,broken clouds
443,Awjilah,LY,29.1081,21.2869,77.41,55,0,9.19,clear sky
444,Yumen,CN,40.2833,97.2,81.45,22,4,16.69,clear sky
445,Ixtapa,MX,20.7,-105.2,84.22,77,80,4.0,broken clouds
446,Port Hardy,CA,50.6996,-127.4199,57.38,62,20,14.97,few clouds
447,Eruwa,NG,7.5333,3.4167,69.94,99,100,1.79,overcast clouds
448,Ashington,GB,50.9331,-0.3909,60.44,80,5,6.15,clear sky
449,Houston,US,29.7633,-95.3633,92.41,64,0,14.97,clear sky
450,Rio Gallegos,AR,-51.6226,-69.2181,35.65,75,0,20.71,clear sky
451,San Patricio,US,28.017,-97.5169,91.54,58,0,12.95,clear sky
452,Guarapuava,BR,-25.3953,-51.4581,59.05,95,2,3.98,clear sky
453,Ketchikan,US,55.3422,-131.6461,57.67,62,100,8.05,overcast clouds
454,Whyalla,AU,-33.0333,137.5833,61.12,61,0,18.23,clear sky
455,Tigil,RU,57.8,158.6667,59.86,62,100,9.66,overcast clouds
456,Kainantu,PG,-6.2887,145.8655,73.54,59,59,4.41,broken clouds
457,Hofn,IS,64.2539,-15.2082,45.99,56,100,9.84,overcast clouds
458,George,ZA,-33.963,22.4617,60.35,67,100,5.75,overcast clouds
459,Tombouctou,ML,20.0,-3.0,94.5,15,22,6.98,few clouds
460,Te Anau,NZ,-45.4167,167.7167,44.94,68,76,1.16,broken clouds
461,Turinskaya Sloboda,RU,57.6232,64.3858,59.49,94,33,9.19,scattered clouds
462,Lujiang,CN,31.2581,117.2817,81.25,79,100,16.96,overcast clouds
463,Yasothon,TH,15.75,104.1333,85.03,63,92,6.38,overcast clouds
464,Kahului,US,20.8947,-156.47,84.22,62,40,19.57,scattered clouds
465,Huilong,CN,31.8111,121.655,88.93,59,76,14.03,broken clouds
466,Qaqortoq,GL,60.7167,-46.0333,44.85,63,0,5.57,clear sky
467,Bolpur,IN,23.6667,87.7167,82.71,76,26,6.87,scattered clouds
468,Opuwo,NA,-18.0607,13.84,46.31,37,0,0.98,clear sky
469,Cap Malheureux,MU,-19.9842,57.6142,65.46,77,28,4.0,scattered clouds
470,Puerto Carreno,CO,6.189,-67.4859,77.81,85,100,2.44,overcast clouds
471,Zahirabad,IN,17.6833,77.6167,75.67,76,100,9.62,overcast clouds
472,Nelson Bay,AU,-32.7167,152.15,57.09,74,54,8.01,broken clouds
473,Grand Gaube,MU,-20.0064,57.6608,65.37,77,36,4.0,scattered clouds
474,Acajutla,SV,13.5928,-89.8275,78.39,84,95,2.26,overcast clouds
475,Lata,PT,40.1629,-8.3327,58.08,97,10,2.06,clear sky
476,Hambantota,LK,6.1241,81.1185,77.34,100,40,5.75,scattered clouds
477,Senador Pompeu,BR,-5.5881,-39.3717,68.81,97,100,2.91,overcast clouds
478,New Richmond,US,45.123,-92.5366,82.08,38,0,3.44,clear sky
479,Galle,LK,6.0367,80.217,79.21,83,100,11.61,overcast clouds
480,Muroto,JP,33.2833,134.15,78.1,82,1,8.03,clear sky
481,Kano,NG,12.0001,8.5167,78.69,73,0,10.36,clear sky
482,Thinadhoo,MV,0.5333,72.9333,82.94,71,23,6.08,few clouds
483,Omsukchan,RU,62.5333,155.8,50.49,83,100,11.48,overcast clouds
484,Saravan,AM,39.7196,45.6483,51.19,80,60,2.82,broken clouds
485,Esso,RU,55.9333,158.7,67.84,42,100,7.7,overcast clouds
486,Mashhad,IR,36.297,59.6062,68.14,40,0,4.61,clear sky
487,Goundam,ML,16.4145,-3.6708,87.12,46,98,17.4,overcast clouds
488,Muros,ES,42.7762,-9.0603,61.09,90,100,3.44,overcast clouds
489,Hualmay,PE,-11.0964,-77.6139,62.02,80,3,10.85,clear sky
490,Aksu,CN,41.1231,80.2644,80.1,28,100,7.18,overcast clouds
491,Moroni,KM,-11.7022,43.2551,77.0,38,20,9.22,few clouds
492,Dalbandin,PK,28.8947,64.4101,78.66,38,0,6.93,clear sky
493,San Luis,AR,-33.295,-66.3356,40.44,75,70,8.52,broken clouds
494,Port Augusta,AU,-32.5,137.7667,62.08,59,0,14.79,clear sky
495,Mount Gambier,AU,-37.8333,140.7667,55.31,88,40,14.97,scattered clouds
496,Pyaozerskiy,RU,65.8333,31.1667,53.6,89,93,5.3,overcast clouds
497,Biryusinsk,RU,55.9634,97.8235,63.99,55,58,5.35,broken clouds
498,Kalmunai,LK,7.4167,81.8167,79.36,76,100,7.78,overcast clouds
499,Nanortalik,GL,60.1432,-45.2371,40.96,79,0,16.28,clear sky
500,Vallenar,CL,-28.5708,-70.7581,51.71,72,6,4.56,clear sky
501,Dordrecht,NL,51.81,4.6736,64.06,85,7,1.01,clear sky
502,Karratha,AU,-20.7377,116.8463,74.1,30,0,13.85,clear sky
503,Agadir,MA,30.4202,-9.5982,63.05,78,5,6.13,clear sky
504,Marzuq,YE,14.4,46.4667,77.65,47,45,4.5,scattered clouds
505,Mount Isa,AU,-20.7333,139.5,71.37,33,0,14.97,clear sky
506,San Policarpo,PH,12.1791,125.5072,81.97,79,100,6.11,overcast clouds
507,Honningsvag,NO,70.9821,25.9704,44.35,81,40,11.5,scattered clouds
508,Kosh-Agach,RU,50.0,88.6667,64.63,45,0,0.85,clear sky
509,Sosnovo-Ozerskoye,RU,52.5249,111.5418,63.12,52,2,4.45,clear sky
510,Buta,CD,2.7858,24.73,69.28,99,97,1.14,light rain
511,Kingaroy,AU,-26.5333,151.8333,65.3,48,0,2.48,clear sky
512,Chepen,PE,-7.2167,-79.45,65.64,71,76,5.97,broken clouds
513,Cartagena Del Chaira,CO,1.3349,-74.8429,71.37,98,60,0.76,broken clouds
514,Neijiang,CN,29.5835,105.0622,73.15,98,100,8.48,heavy intensity rain
515,Usak,TR,38.5,29.4167,64.17,71,6,2.62,clear sky
516,Russell,US,32.3502,-85.1999,98.2,49,0,4.61,clear sky
517,Miri,MY,4.4148,114.0089,82.54,89,20,4.61,few clouds
518,Harindanga,IN,22.0383,88.3214,84.54,72,26,9.08,scattered clouds
519,Adra,ES,36.7496,-3.0206,69.39,67,0,8.55,clear sky
520,Murray Bridge,AU,-35.1167,139.2667,62.13,56,100,14.88,overcast clouds
521,Rizhao,CN,35.4275,119.4553,76.14,97,100,7.47,heavy intensity rain
522,Alofi,NU,-19.0595,-169.9187,80.49,65,20,11.5,few clouds
523,Healesville,AU,-37.65,145.5167,61.45,75,96,6.58,overcast clouds
524,Nome,US,64.5011,-165.4064,44.67,93,100,13.8,overcast clouds
525,Flinders,AU,-34.5833,150.8552,62.38,63,94,4.0,overcast clouds
526,Sovetskaya Gavan,RU,48.9723,140.2878,55.06,91,100,10.96,overcast clouds
527,Uglich,RU,57.5275,38.3317,46.9,88,0,5.08,clear sky
528,Skiathos,GR,39.1623,23.4909,79.97,81,0,4.14,clear sky
529,Grindavik,IS,63.8424,-22.4338,46.35,87,75,17.27,light intensity drizzle
530,Mayumba,GA,-3.432,10.6554,68.61,91,9,4.65,clear sky
531,Saint-Pierre,RE,-21.3393,55.4781,66.9,88,100,9.22,overcast clouds
532,Hay River,CA,60.8156,-115.7999,55.38,58,75,13.8,broken clouds
533,Aklavik,CA,68.2191,-135.0107,77.14,27,100,12.68,overcast clouds
534,Padang,ID,-0.9492,100.3543,75.25,80,100,2.95,overcast clouds
535,Eureka,US,40.8021,-124.1637,69.21,72,10,8.01,clear sky
536,Tongliao,CN,43.6125,122.2653,76.3,59,38,6.46,scattered clouds
537,Sept-Iles,CA,50.2001,-66.3821,56.05,91,100,12.66,overcast clouds
538,Bucerias,MX,20.75,-105.3333,84.97,77,52,3.8,broken clouds
539,Dunedin,NZ,-45.8742,170.5036,51.8,54,100,1.34,overcast clouds
540,Kamenka,RU,51.3223,42.7678,59.81,96,99,4.54,overcast clouds
541,Itarema,BR,-2.9248,-39.9167,74.44,86,100,9.35,overcast clouds
542,Zhigansk,RU,66.7697,123.3711,57.79,51,75,9.75,broken clouds
543,Kralendijk,BQ,12.15,-68.2667,80.58,83,20,14.97,few clouds
544,Harper,LR,4.375,-7.7169,77.16,86,91,9.8,moderate rain
545,Turayf,SA,31.6725,38.6637,70.05,73,0,11.5,clear sky
546,Bandarbeyla,SO,9.4942,50.8122,77.4,78,100,27.16,overcast clouds
547,Victoria,HK,22.2855,114.1577,88.97,76,52,4.0,broken clouds
548,Virginia Beach,US,36.8529,-75.978,73.45,95,100,0.0,overcast clouds
549,Tromso,NO,69.6496,18.957,47.37,76,75,6.91,broken clouds
550,Kloulklubed,PW,7.0419,134.2556,77.5,72,98,7.54,overcast clouds
551,Karaton,ID,-6.3424,106.1045,76.73,86,100,1.52,overcast clouds
552,Souillac,MU,-20.5167,57.5167,69.85,67,28,10.6,scattered clouds
553,Suvorovo,BG,43.3333,27.6,62.35,60,11,4.54,few clouds
554,Nyurba,RU,63.2842,118.3319,77.68,40,69,3.22,broken clouds
555,Dolores,AR,-36.3132,-57.6792,39.63,65,100,5.97,light rain
556,Preeceville,CA,51.95,-102.6677,69.64,74,28,8.86,scattered clouds
557,Wick,GB,58.4333,-3.0833,55.45,82,0,2.3,clear sky
558,Lebyazhye,RU,55.2689,66.4947,58.82,88,0,13.4,clear sky
559,Elizabeth City,US,36.2946,-76.2511,75.22,94,100,5.75,mist
560,Ancud,CL,-41.8697,-73.8203,37.22,77,3,6.91,clear sky
561,Erzurum,TR,40.0,41.5,44.28,88,0,4.79,clear sky
562,Ilinskiy,RU,55.619,38.1182,55.74,71,0,7.0,clear sky
563,Moerai,PF,-22.4333,-151.3333,77.2,80,100,17.6,overcast clouds
564,Mullingar,IE,53.5333,-7.35,55.67,96,1,5.53,clear sky
565,Fereydun Kenar,IR,36.6864,52.5225,77.11,73,0,19.04,clear sky
566,Gorontalo,ID,0.5412,123.0595,84.43,71,73,0.87,broken clouds
567,Santa Maria,BR,-29.6842,-53.8069,58.3,100,100,3.44,mist
568,Waingapu,ID,-9.6567,120.2641,82.0,62,45,17.87,scattered clouds
569,Imbituba,BR,-28.24,-48.6703,62.1,99,100,4.0,overcast clouds
570,Cocobeach,GA,1.0002,9.5823,74.61,81,100,7.27,overcast clouds
571,Zhengjiatun,CN,43.5064,123.5064,74.3,67,0,5.99,clear sky
572,Quatre Cocos,MU,-20.2078,57.7625,65.08,73,18,13.96,few clouds
573,Bara,NG,10.3744,10.7288,75.56,70,95,3.74,overcast clouds
574,Glace Bay,CA,46.1969,-59.957,60.58,88,20,9.22,few clouds
575,Bozeman,US,45.6796,-111.0386,81.82,33,0,6.91,clear sky
576,Emporia,US,38.4039,-96.1817,80.8,69,0,3.44,clear sky
577,High Level,CA,58.5169,-117.136,59.11,94,100,4.61,light intensity shower rain
578,Karlivka,UA,49.4567,35.1295,48.43,95,100,2.04,overcast clouds
579,Tias,ES,28.9611,-13.645,65.88,73,0,8.05,clear sky
580,Kodinsk,RU,58.6881,99.1844,59.41,61,100,1.32,overcast clouds
581,Canaries,ES,28.0,-15.5,63.39,68,20,12.66,few clouds
582,El Alto,PE,-4.2714,-81.2147,62.76,82,52,19.28,broken clouds
583,Santiago Del Estero,AR,-27.7951,-64.2615,51.37,55,94,4.9,overcast clouds
584,Burdeos,PH,14.8436,121.9697,82.9,76,100,9.71,moderate rain
585,Mitu,CO,1.1983,-70.1733,71.96,95,100,1.28,overcast clouds
586,Biloli,IN,18.7667,77.7333,77.31,82,100,2.46,overcast clouds
587,Fort Madison,US,40.6298,-91.3151,84.92,47,0,4.61,clear sky
588,Szabadszallas,HU,46.8758,19.2232,68.18,91,100,3.18,heavy intensity rain
589,Bereda,ES,43.2686,-7.5406,56.14,100,98,2.13,overcast clouds
590,Ivybridge,GB,50.3904,-3.9191,62.85,71,0,4.38,clear sky
591,Adrar,MR,20.5022,-10.0711,89.17,30,0,11.77,clear sky
592,San Angelo,US,31.4638,-100.437,98.82,25,20,10.36,few clouds
593,Bilma,NE,18.6853,12.9164,89.91,14,5,5.28,clear sky
594,Qui Nhon,VN,13.7667,109.2333,82.29,69,98,2.95,overcast clouds
595,Beohari,IN,24.05,81.3833,85.66,53,66,3.24,broken clouds
596,Asau,RO,46.4333,26.4,52.72,77,42,5.23,scattered clouds
597,Limbang,MY,4.75,115.0,78.91,67,63,1.43,broken clouds
598,Hangu,CN,39.2489,117.7892,78.84,52,0,11.16,clear sky
599,Buala,SB,-8.145,159.5921,85.06,69,29,5.57,light rain
600,Khuzhir,RU,53.1939,107.3397,52.02,69,100,0.51,overcast clouds
601,Sinnamary,GF,5.3833,-52.95,77.07,87,17,6.96,few clouds
602,Kyren,RU,51.6828,102.1408,66.34,62,3,0.47,clear sky
603,Dekernes,EG,31.0876,31.595,70.47,83,0,5.37,clear sky
604,Acton Vale,CA,45.6501,-72.5658,68.14,72,100,1.01,overcast clouds
605,Haines Junction,CA,60.7522,-137.5108,67.95,42,100,10.36,overcast clouds
606,Floro,NO,61.5996,5.0328,55.24,94,75,21.85,moderate rain
607,Villa Carlos Paz,AR,-31.4241,-64.4978,40.39,53,97,5.01,overcast clouds
608,Ayame,CI,5.6083,-3.1563,73.04,97,100,2.62,overcast clouds
609,Gayeri,BF,12.6497,0.4931,80.58,63,100,8.55,overcast clouds
610,Corinth,GR,37.9407,22.9573,76.41,68,0,5.39,clear sky
611,Yamada,JP,39.4667,141.95,70.16,74,100,10.38,overcast clouds
612,Cayenne,GF,4.9333,-52.3333,79.09,1,47,2.3,scattered clouds
613,Bartica,GY,6.4,-58.6167,77.32,98,100,2.44,overcast clouds
614,Aasiaat,GL,68.7098,-52.8699,35.53,89,100,4.14,overcast clouds
615,Kasongo-Lunda,CD,-6.4667,16.8167,69.26,95,91,1.9,light rain
616,Anda,CN,46.4,125.3167,74.95,67,100,10.16,light rain
617,Tinyahuarco,PE,-10.75,-76.3,32.0,80,3,2.33,clear sky
618,Kinablangan,PH,7.6947,126.5503,83.48,66,47,2.68,scattered clouds
619,Novosheshminsk,RU,55.0651,51.2338,57.25,96,78,5.61,broken clouds
620,Zheleznodorozhnyy,RU,55.7503,38.0042,55.81,81,0,7.49,clear sky
621,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,13.8,few clouds
622,La Ronge,CA,55.1001,-105.2842,66.45,59,75,5.75,broken clouds
623,Chernyshevskiy,RU,63.0128,112.4714,75.06,34,100,0.83,overcast clouds
624,Talnakh,RU,69.4865,88.3972,78.21,29,0,5.35,clear sky
625,Moose Factory,CA,51.2585,-80.6094,62.6,59,0,4.61,clear sky
626,Hopelchen,MX,19.7667,-89.85,84.69,50,22,8.16,few clouds
627,Konya,TR,38.1667,32.5,63.88,45,4,3.87,clear sky
628,Ngerengere,TZ,-6.75,38.1167,62.6,88,0,4.54,clear sky
629,Vanderhoof,CA,54.0166,-124.0198,56.55,39,100,11.56,overcast clouds
630,Pandan,PH,14.0453,124.1694,82.63,79,89,0.4,overcast clouds
631,Port Townsend,US,48.117,-122.7605,64.89,66,100,11.01,overcast clouds
632,San Isidro,PE,-12.1167,-77.05,61.02,80,20,13.8,few clouds
633,Jiexiu,CN,37.0244,111.9125,83.25,42,0,3.56,clear sky
634,New Albany,US,38.2856,-85.8241,78.89,89,100,0.0,overcast clouds
635,Hammerfest,NO,70.6634,23.6821,48.65,66,100,9.22,overcast clouds
636,Laredo,US,27.5064,-99.5075,98.89,30,40,16.11,scattered clouds
637,Agapovka,RU,53.2973,59.1348,60.01,88,46,5.86,scattered clouds
638,Methoni,GR,36.8197,21.7049,81.21,72,0,13.96,clear sky
639,Havelock,US,34.8791,-76.9013,80.56,82,99,4.0,overcast clouds
640,Saint-Augustin,CA,51.226,-58.6502,50.95,87,100,13.98,overcast clouds
641,Frankfort,ZA,-27.2667,28.4833,43.83,95,38,7.38,scattered clouds
642,Inirida,CO,3.8653,-67.9239,73.63,95,98,1.39,overcast clouds
643,Srandakan,ID,-7.9386,110.2506,80.56,78,99,11.18,overcast clouds
644,Paamiut,GL,61.994,-49.6678,37.31,93,14,22.93,few clouds
645,Wanganui,NZ,-39.9333,175.05,53.6,69,100,5.01,overcast clouds
646,Zhigalovo,RU,54.8097,105.1578,62.4,54,89,3.83,overcast clouds
647,Am Timan,TD,11.0297,20.2827,78.35,66,81,7.52,broken clouds
648,Bonfim,BR,3.0833,-59.95,76.8,82,100,4.92,overcast clouds
649,Leopold,AU,-38.1833,144.4667,58.82,79,75,8.05,broken clouds
650,Bairiki,KI,1.3292,172.9752,86.0,70,20,10.36,few clouds
651,Dawson Creek,CA,55.7666,-120.2362,64.04,29,0,14.97,clear sky
652,Lahaina,US,20.8783,-156.6825,84.2,79,100,10.87,overcast clouds
653,Ponta Delgada,PT,37.7333,-25.6667,64.51,88,40,10.36,light rain
654,Xingyi,CN,24.1877,102.817,63.79,94,100,4.05,moderate rain
655,Nhulunbuy,AU,-12.2333,136.7667,79.41,73,75,14.97,broken clouds
656,Yaan,NG,7.3833,8.5667,72.01,95,89,8.55,overcast clouds
657,Mackay,AU,-21.15,149.2,74.68,69,1,16.44,clear sky
658,Lubana,LV,56.9,26.7167,50.16,90,21,2.39,few clouds
659,Saint-Georges,GD,12.0564,-61.7485,79.09,83,80,11.01,broken clouds
660,Chiang Rai,TH,19.9167,99.9167,79.12,85,40,4.61,scattered clouds
661,Alice Springs,AU,-23.7,133.8833,58.55,55,0,8.05,clear sky
662,Norden,DE,53.6,7.2,55.94,90,5,7.29,clear sky
663,Nijar,ES,36.9665,-2.206,63.64,82,0,1.14,clear sky
664,Urumqi,CN,43.801,87.6005,83.35,20,0,8.95,clear sky
665,Abu Kamal,SY,34.4506,40.9171,81.57,39,0,20.04,clear sky
666,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,88,75,11.9,broken clouds
667,Shahreza,IR,32.0339,51.8794,72.46,18,0,10.11,clear sky
668,Kyra,RU,49.5776,111.9753,64.47,48,5,15.05,clear sky
669,Vyartsilya,RU,62.1764,30.693,52.32,78,100,4.76,overcast clouds
670,Walvis Bay,NA,-22.9575,14.5053,52.09,87,0,2.3,clear sky
671,Ashqelon,IL,31.6693,34.5715,75.09,76,0,1.34,clear sky
672,Toora-Khem,RU,52.4675,96.11,67.5,52,17,3.15,few clouds
673,Jijiga,ET,9.35,42.8,61.72,82,92,14.9,overcast clouds
674,Batagay,RU,67.6333,134.6333,56.01,46,84,5.03,broken clouds
675,Parati,BR,-23.2178,-44.7131,71.91,67,5,5.08,clear sky
676,Taltal,CL,-25.4,-70.4833,56.55,62,100,2.28,overcast clouds
677,Miranda De Ebro,ES,42.6865,-2.947,59.14,81,26,3.02,scattered clouds
678,Laguna,US,38.421,-121.4238,99.14,28,0,9.22,clear sky
679,Kyaiklat,MM,16.4333,95.7333,78.78,86,100,1.43,overcast clouds
680,Lydenburg,ZA,-25.0978,30.4597,49.37,91,99,2.08,overcast clouds
681,Vilhena,BR,-12.7406,-60.1458,68.58,58,100,2.82,overcast clouds
682,Luohe,CN,33.5717,114.0353,82.45,81,100,10.31,overcast clouds
683,Letpadan,MM,17.7833,95.75,77.54,81,100,5.32,overcast clouds
684,Hobyo,SO,5.3505,48.5268,77.41,79,100,23.51,overcast clouds
685,Trinidad,BO,-14.8333,-64.9,75.29,68,100,3.31,overcast clouds
686,Victoria Point,AU,-27.5833,153.3,72.07,69,1,3.0,clear sky
687,San Pedro,PH,14.35,121.0167,81.63,79,75,6.91,broken clouds
688,Nantucket,US,41.2835,-70.0995,64.02,89,0,6.91,clear sky
689,Beloha,MG,-25.1667,45.05,59.61,68,3,9.91,clear sky
690,Umea,SE,63.8284,20.2597,55.33,88,100,9.22,overcast clouds
691,Rorvik,NO,64.8621,11.2373,52.38,93,100,27.87,light rain
692,Belaya Gora,RU,68.5333,146.4167,50.5,40,8,10.49,clear sky
693,Garowe,SO,8.4054,48.4845,73.62,76,100,24.94,overcast clouds
694,Najran,SA,17.4924,44.1277,83.05,41,72,3.94,broken clouds
695,Aguimes,ES,27.9054,-15.4461,67.66,68,20,12.66,few clouds
696,Linxia,CN,35.6003,103.2064,68.27,50,61,0.76,broken clouds
697,Griffith,US,41.5284,-87.4237,84.11,49,4,5.93,clear sky
698,Lisakovsk,KZ,52.5369,62.4936,65.89,86,35,7.56,scattered clouds
699,Aitape,PG,-3.1374,142.3475,85.66,64,4,3.91,clear sky
700,Klyuchi,RU,52.2667,79.1667,70.83,50,2,13.18,clear sky
